date,temperature_celsius,rainfall_mm,humidity_percent,wind_speed_kmph,station_id,district
2023-11-01,16.8,0.0,76.60473200873888,4.881201687990161,AMR001,Amritsar
2023-11-02,11.4,0.0,62.538256549159804,7.323373226999911,AMR001,Amritsar
2023-11-03,10.7,0.1,43.9851857030094,5.645549922895642,AMR001,Amritsar
2023-11-04,14.5,0.0,63.856913126294046,3.486089420916997,AMR001,Amritsar
2023-11-05,14.6,0.0,73.94933404397955,8.75738606201846,AMR001,Amritsar
2023-11-06,11.5,0.0,52.99830415104414,5.36616788136828,AMR001,Amritsar
2023-11-07,13.7,0.0,66.60243287400402,2.384493536935818,AMR001,Amritsar
2023-11-08,12.4,0.0,72.34353750580404,3.270856682711146,AMR001,Amritsar
2023-11-09,15.0,0.0,69.55879533954028,5.280058579198113,AMR001,Amritsar
2023-11-10,16.0,0.0,43.52207615615727,2.664874968275037,AMR001,Amritsar
2023-11-11,11.6,0.0,51.09708683421103,5.172074852418535,AMR001,Amritsar
2023-11-12,20.2,0.0,63.8731031623213,5.814158151753289,AMR001,Amritsar
2023-11-13,18.0,0.0,54.29027254472301,6.974450349456336,AMR001,Amritsar
2023-11-14,18.8,0.0,65.49703800578901,6.328684347878118,AMR001,Amritsar
2023-11-15,14.6,0.0,60.52141730852118,2.628710953043592,AMR001,Amritsar
2023-11-16,12.2,0.0,65.02001435762139,5.982556574702413,AMR001,Amritsar
2023-11-17,17.8,0.0,46.2899648424248,3.2510225676213063,AMR001,Amritsar
2023-11-18,14.1,0.0,49.2371140967602,4.439599487450474,AMR001,Amritsar
2023-11-19,12.9,0.0,56.68106940273418,4.494847104208615,AMR001,Amritsar
2023-11-20,18.9,0.0,52.69119252683871,3.540230688503472,AMR001,Amritsar
2023-11-21,16.7,0.0,50.73752898418701,4.9186653235787245,AMR001,Amritsar
2023-11-22,15.3,0.0,69.34431121209356,7.218573559844187,AMR001,Amritsar
2023-11-23,6.5,0.0,77.7264671634006,4.895453986774129,AMR001,Amritsar
2023-11-24,13.7,0.0,74.5070538460329,0.6733276033127167,AMR001,Amritsar
2023-11-25,14.5,0.0,64.96667168935774,4.83844796425284,AMR001,Amritsar
2023-11-26,14.6,0.0,58.962028264380855,3.566098818118296,AMR001,Amritsar
2023-11-27,16.8,0.0,55.031641561148604,3.945549531418543,AMR001,Amritsar
2023-11-28,17.4,0.0,60.35155803810361,3.2691895257199786,AMR001,Amritsar
2023-11-29,21.7,0.0,43.4646407215118,3.4674254220747938,AMR001,Amritsar
2023-11-30,16.5,0.0,61.065971633454915,2.2851126782473448,AMR001,Amritsar
2023-12-01,13.3,0.0,58.64004577706256,1.047730767144217,AMR001,Amritsar
2023-12-02,18.7,0.0,56.551760029450826,3.6028983293302956,AMR001,Amritsar
2023-12-03,21.3,0.0,69.36041491643813,6.707475489768504,AMR001,Amritsar
2023-12-04,18.9,0.0,62.70290893206146,4.204595993711833,AMR001,Amritsar
2023-12-05,14.1,0.0,65.22792474623385,6.617426506639461,AMR001,Amritsar
2023-12-06,15.5,0.0,69.62172012109171,3.3989121578777843,AMR001,Amritsar
2023-12-07,15.1,0.0,60.95724962873279,-0.1995045725249982,AMR001,Amritsar
2023-12-08,9.0,0.0,51.279288103263596,3.373816505596346,AMR001,Amritsar
2023-12-09,13.0,0.0,60.50697421569571,3.6146886832495526,AMR001,Amritsar
2023-12-10,13.8,0.0,56.12460606737928,6.635942661853636,AMR001,Amritsar
2023-12-11,13.3,0.0,66.12342971853134,5.714512030007036,AMR001,Amritsar
2023-12-12,13.8,0.0,57.78856522982431,7.076483197451299,AMR001,Amritsar
2023-12-13,17.7,0.0,56.778906641473114,5.409867095829261,AMR001,Amritsar
2023-12-14,18.7,0.1,77.77741866688895,4.499559740997969,AMR001,Amritsar
2023-12-15,16.3,0.0,55.881214666408916,1.7464298527340936,AMR001,Amritsar
2023-12-16,16.4,0.0,82.13187926555938,4.959524596507663,AMR001,Amritsar
2023-12-17,15.7,0.0,53.707837602462625,3.82090263550496,AMR001,Amritsar
2023-12-18,14.6,0.0,51.79505969630133,4.758168485300906,AMR001,Amritsar
2023-12-19,8.3,0.0,65.34680783048118,6.964774702612589,AMR001,Amritsar
2023-12-20,17.6,0.0,66.88955967181846,5.682057499767478,AMR001,Amritsar
2023-12-21,18.6,0.0,61.13167258670988,4.379466976457353,AMR001,Amritsar
2023-12-22,13.1,0.0,53.63114616753746,3.61728879583773,AMR001,Amritsar
2023-12-23,15.0,0.0,74.47799155506776,2.4822849121742374,AMR001,Amritsar
2023-12-24,13.1,0.0,69.48772463972313,8.974160437214111,AMR001,Amritsar
2023-12-25,15.1,0.0,68.74311988778216,6.792923234869147,AMR001,Amritsar
2023-12-26,9.1,0.0,62.83785858995924,5.723991883582418,AMR001,Amritsar
2023-12-27,14.5,0.0,68.63003831471305,0.6910520631645563,AMR001,Amritsar
2023-12-28,16.7,0.1,51.95785140594575,6.948407974307889,AMR001,Amritsar
2023-12-29,17.2,0.2,70.3988477758365,6.198646230270359,AMR001,Amritsar
2023-12-30,19.6,0.0,60.19375344483826,3.4450580913772297,AMR001,Amritsar
2023-12-31,11.7,0.0,61.5108560590753,4.680550370985856,AMR001,Amritsar
2024-01-01,17.0,0.0,79.95568036728662,4.219870455026916,AMR001,Amritsar
2024-01-02,12.4,0.5,59.112784623120724,5.832913023804249,AMR001,Amritsar
2024-01-03,12.9,0.3,67.92607707273052,6.061142520622999,AMR001,Amritsar
2024-01-04,13.2,0.1,72.44522211572418,0.10367583445601536,AMR001,Amritsar
2024-01-05,8.7,0.0,42.40977524106628,6.1473792131625125,AMR001,Amritsar
2024-01-06,17.2,0.0,59.168566858147294,3.732300740128916,AMR001,Amritsar
2024-01-07,10.9,0.0,50.19280558691539,6.296340644168764,AMR001,Amritsar
2024-01-08,16.1,0.0,78.03979275224623,4.637350173317691,AMR001,Amritsar
2024-01-09,11.7,0.0,56.43859933312578,4.675254352750318,AMR001,Amritsar
2024-01-10,18.7,0.0,62.895382443143454,1.7172989397637664,AMR001,Amritsar
2024-01-11,15.6,0.0,60.61671868311306,6.407844786276658,AMR001,Amritsar
2024-01-12,11.5,0.0,57.30299110405414,5.601207451196377,AMR001,Amritsar
2024-01-13,14.8,0.0,41.03215131683074,4.630113481367577,AMR001,Amritsar
2024-01-14,19.5,0.0,66.31953953956452,4.676376366911157,AMR001,Amritsar
2024-01-15,21.9,0.0,52.748526501863914,6.797862555247882,AMR001,Amritsar
2024-01-16,12.6,0.0,77.74027752936321,2.5641667304092115,AMR001,Amritsar
2024-01-17,18.4,0.0,72.44876962952448,6.606712209538033,AMR001,Amritsar
2024-01-18,16.1,0.0,51.68724132830034,3.720497766407383,AMR001,Amritsar
2024-01-19,12.0,0.0,64.23790012271188,6.880075081134022,AMR001,Amritsar
